id,num_contrato,fecha,fecha_dictamen,referencia,observaciones,tipo,fecha_inicio,fecha_termino,nuevo_objecto,tipo_monto,importe,iva_importe,total_convenio,num_fianza,fecha_fianza,afianzadora,monto_fianza
314,SIDUR-ED-16-121.126,26/01/2017,,C4,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-121 CELEBRADO ENTRE LAS PARTES EL 01 DE JUNIO DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-17-R-004 EMITIDO POR LA SECRETARÃ­A DE HACIENDA DEL ESTADO CON FECHA 26 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-17-R-004 EMITIDO POR LA SECRETARÃ­A DE HACIENDA DEL ESTADO CON FECHA 26 DE ENERO DE 2017,,,,,,,,
315,SIDUR-ED-16-248.358,23/01/2017,,C3,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-248 CELEBRADO ENTRE LAS PARTES EL 10 DE AGOSTO DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
316,SIDUR-PF-16-346.428,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-346 CELEBRADO ENTRE LAS PARTES EL 01 DE NOVIEMBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-005 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-005 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
317,SIDUR-PF-16-328.382,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-328 CELEBRADO ENTRE LAS PARTES EL 13 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
318,SIDUR-PF-16-351.374,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-351 CELEBRADO ENTRE LAS PARTES EL 31 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
319,SIDUR-PF-16-298.388,09/11/2016,,C1,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 43 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-PF-16-298 CELEBRADO ENTRE LAS PARTES EL 21 DE SEPTIEMBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 09 DE NOVIEMBRE DE 2016 AL 08 DE MARZO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,09/11/2016,08/03/2017,,,,,,,,,
320,SIDUR-PF-16-298.388,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-298 CELEBRADO ENTRE LAS PARTES EL 21 DE SEPTIEMBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
321,SIDUR-ED-16-016.60,24/11/2016,,C5,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO DEL CONTRATO NO. SIDUR-ED-16-016 CELEBRADO ENTRE LAS PARTES EL 01 DE ABRIL DE 2016, EN LA CANTIDAD DE $7Â´443,334.35 (SON: SIETE MILLONES CUATROCIENTOS CUARENTA Y TRES MIL TRESCIENTOS TREINTA Y CUATRO PESOS 35/100 M.N.), INCLUYE I.V.A.; POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $72Â´848,588.30 (SON: SETENTA Y DOS MILLONES OCHOCIENTOS CUARENTA Y OCHO MIL QUINIENTOS OCHENTA Y OCHO PESOS 30/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 11.69% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL.",MT,,,,AM,6416667.54,1026666.81,7443334.35,4020-02686-8,24/11/2016,INSURGENTES,744333.44
322,SIDUR-ED-16-014.58,12/09/2016,,C1,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO DEL CONTRATO NO. SIDUR-ED-16-014 CELEBRADO ENTRE LAS PARTES EL 08 DE ABRIL DE 2016, EN LA CANTIDAD DE $6Â´652,939.61 (SON: SEIS MILLONES SEISCIENTOS CINCUENTA Y DOS MIL NOVECIENTOS TREINTA Y NUEVE PESOS 61/100 M.N.), I.V.A., POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $60Â´543,852.31 (SON: SESENTA MILLONES QUINIENTOS CUARENTA Y TRES MIL OCHOCIENTOS CINCUENTA Y DOS PESOS 31/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 12.35% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL",MT,,,,AM,5735292.77,917646.84,6652939.61,3551-04174-0,12/09/2016,ASERTA,665293.96
323,SIDUR-ED-16-014.58,23/11/2016,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-014 CELEBRADO ENTRE LAS PARTES EL 08 DE ABRIL DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-16-188 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE NOVIEMBRE DE 2016",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-16-188 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE NOVIEMBRE DE 2016,,,,,,,,
324,SIDUR-ED-16-354.594,18/11/2016,,C1-B,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 23 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-354 CELEBRADO ENTRE LAS PARTES EL 21 DE OCTUBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 19 DE NOVIEMBRE DE 2016 AL 18 DE MARZO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,19/11/2016,18/03/2017,,,,,,,,,
325,SIDUR-ED-16-354.448,23/01/2017,,C2-A,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-354 CELEBRADO ENTRE LAS PARTES EL 21 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
326,SIDUR-ED-16-019.68,03/11/2016,,C4,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO DEL CONTRATO NO. SIDUR-ED-16-019 CELEBRADO ENTRE LAS PARTES EL 14 DE ABRIL DE 2016, EN LA CANTIDAD DE $503,897.84 (SON: QUINIENTOS TRES MIL OCHOCIENTOS NOVENTA Y SIETE PESOS 87/100 M.N.), INCLUYE I.V.A., POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $34Â´313, 725.00 (SON: TREINTA Y CUATRO MILLONES TRESCIENTOS TRECE MIL SETECIENTOS VEINTE Y CINCO PESOS 00/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 1.49% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL",MT,,,,AM,434394.69,69503.15,503897.84,88285623,03/11/2016,"CHUBB DE MEXICO COMPAÃ‘IA AFIANZADORA, S.A. DE C.V.",50389.78
327,SIDUR-ED-16-019.68,09/11/2016,,C5,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO Y EL PERIODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-019 CELEBRADO ENTRE LAS PARTES EL 14 DE ABRIL DE 2016, EN LA CANTIDAD DE $6Â´142,645.31 (SON: SEIS MILLONES CIENTO CUARENTA Y DOS MIL SEISCIENTOS CUARENTA Y CINCO PESOS 31/100 M.N.), INCLUYE I.V.A., POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $40Â´456,352.31 (SON: CUARENTA MILLONES CUATROCIENTOS CINCUENTA Y SEIS MIL TRESCIENTOS CINCUENTA Y DOS PESOS 31/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 18.17% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL",BOTH,14/06/2016,11/12/2016,,AM,5295383.89,847261.42,6142645.31,88285623,09/11/2016,"CHUBB DE MEXICO COMPAÃ‘IA AFIANZADORA, S.A. DE C.V.",614264.53
328,SIDUR-ED-16-005.51,03/06/2016,,C2,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO DEL CONTRATO NO. SIDUR-ED-16-005 CELEBRADO ENTRE LAS PARTES EL 24 DE FEBRERO DE 2016, EN LA CANTIDAD DE $557,332.18 (SON: QUINIENTOS CINCUENTA Y SIETE MIL TRESCIENTOS TREINTA Y DOS PESOS 18/100 M.N.), INCLUYE I.V.A.; POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $6Â´757,250.37 (SON: SEIS MILLONES SETECIENTOS CINCUENTA Y SIETE MIL DOSCIENTOS CINCUENTA PESOS 37/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 8.99% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL",MT,,,,AM,480458.78,76873.40,557332.18,1689996,03/06/2016,ACE FIANZAS MONTERREY,55733.21
329,SIDUR-ED-16-005.51,23/11/2016,,C3,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-005 CELEBRADO ENTRE LAS PARTES EL 24 DE FEBRERO DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-16-186 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE NOVIEMBRE DE 2016",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-16-186 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE NOVIEMBRE DE 2016,,,,,,,,
330,SIDUR-ED-16-353.445,19/11/2016,,C1-A,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 23 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-353 CELEBRADO ENTRE LAS PARTES EL 20 DE OCTUBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 19 DE NOVIEMBRE DE 2016 AL 18 DE MARZO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,19/11/2016,18/03/2017,,,,,,,,,
331,SIDUR-ED-16-353.593,19/11/2016,,C1-B,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 23 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-353 CELEBRADO ENTRE LAS PARTES EL 20 DE OCTUBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 19 DE NOVIEMBRE DE 2016 AL 18 DE MARZO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,19/11/2016,18/03/2017,,,,,,,,,
332,SIDUR-ED-16-353.445,23/01/2017,,C2-A,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-353 CELEBRADO ENTRE LAS PARTES EL 20 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
333,SIDUR-ED-16-353.593,23/01/2017,,C2-B,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-353 CELEBRADO ENTRE LAS PARTES EL 20 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-001 EMITIDO POR SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
334,SIDUR-PF-16-303.386,19/10/2016,,C1,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 16 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-PF-16-303 CELEBRADO ENTRE LAS PARTES EL 21 DE SEPTIEMBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 14 DE OCTUBRE DE 2016 AL 10 DE FEBRERO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,14/10/2016,10/02/2017,,,,,,,,,
335,SIDUR-PF-16-303.386,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-303 CELEBRADO ENTRE LAS PARTES EL 21 DE SEPTIEMBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-009 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
336,SIDUR-PF-16-315.376,31/01/2017,,C3,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EN 22 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-PF-16-315 CELEBRADO ENTRE LAS PARTES EL 19 DE OCTUBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 09 DE NOVIEMBRE DE 2016 AL 28 DE FEBRERO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO. EL INCREMENTO MATERIA DEL PRESENTE INSTRUMENTO REPRESENTA APROXIMADAMENTE UN 24.44% RESPECTO AL PERÃ­ODO DE EJECUCIÃ³N ORIGINAL",PL,09/11/2016,28/02/2017,,,,,,,,,
337,SIDUR-ED-16-292.421,17/11/2016,,C1,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 48 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-292 CELEBRADO ENTRE LAS PARTES EL 30 DE SEPTIEMBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 17 DE NOVIEMBRE DE 2016 AL 14 DE FEBRERO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,17/11/2016,14/02/2017,,,,,,,,,
338,SIDUR-ED-16-395.507,26/01/2017,,C2,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 48 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-ED-16-395 CELEBRADO ENTRE LAS PARTES EL 05 DE DICIEMBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 26 DE ENERO DE 2017 AL 15 DE ABRIL DE 2017 DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,26/01/2017,15/04/2017,,,,,,,,,
339,SIDUR-PF-15-087.42,24/08/2016,,C3,"MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN INCREMENTAR EL MONTO DEL CONTRATO NO. SIDUR-PF-15-087 CELEBRADO ENTRE LAS PARTES EL 31 DE DICIEMBRE DE 2016, EN LA CANTIDAD DE $460,546.96 (SON: CUATROCIENTOS SESENTA MIL QUINIENTOS CUARENTA Y SEIS PESOS 96/100 M.N.), INCLUYE I.V.A.; POR LO ANTERIOR, EL NUEVO IMPORTE DEL CONTRATO ES DE $12Â´019,389.67 (SON: DOCE MILLONES DIECINUEVE MIL TRESCIENTOS OCHENTA Y NUEVE PESOS 67/100 M.N.), INCLUYE EL I.V.A. EL INCREMENTO EN EL MONTO MATERIA DEL PRESENTE CONVENIO REPRESENTA APROXIMADAMENTE UN 3.98% RESPECTO DEL MONTO DEL CONTRATO ORIGINAL",MT,,,,AM,397023.24,63523.72,460546.96,2027286,24/08/2016,SOFIMEX,46054.70
340,SIDUR-ED-15-041.11,23/01/2017,,C6,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-15-041 CELEBRADO ENTRE LAS PARTES EL 20 DE NOVIEMBRE DE 2015, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-002 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-002 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
341,SIDUR-PF-16-343.399,23/01/2017,,C4,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-343 CELEBRADO ENTRE LAS PARTES EL 21 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
342,SIDUR-PF-16-326.396,23/01/2017,,C3,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-326 CELEBRADO ENTRE LAS PARTES EL 05 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
343,SIDUR-ED-16-046.72,26/01/2017,,C4,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-046 CELEBRADO ENTRE LAS PARTES EL 06 DE MAYO DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-17-R-004 EMITIDO POR LA SECRETARÃ­A DE HACIENDA DEL ESTADO CON FECHA 26 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-ED-17-R-004 EMITIDO POR LA SECRETARÃ­A DE HACIENDA DEL ESTADO CON FECHA 26 DE ENERO DE 2017,,,,,,,,
344,SIDUR-ED-16-170.194,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-ED-16-170 CELEBRADO ENTRE LAS PARTES EL 07 DE JUNIO DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-002 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-FAFEF-17-R-002 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
345,SIDUR-PF-16-335.403,10/11/2016,,C1,". MEDIANTE ESTE INSTRUMENTO LAS PARTES CONVIENEN DIFERIR EN 20 DÃ­AS NATURALES EL PERÃ­ODO DE EJECUCIÃ³N DEL CONTRATO NO. SIDUR-PF-16-335 CELEBRADO ENTRE LAS PARTES EL 14 DE OCTUBRE DE 2016, POR LO QUE EL NUEVO PERÃ­ODO DE EJECUCIÃ³N SERÃ¡ DEL 10 DE NOVIEMBRE DE 2016 AL 08 DE ENERO DE 2017, DE ACUERDO AL PROGRAMA DE EJECUCIÃ³N QUE FIRMADO POR LAS PARTES SE INTEGRA AL PRESENTE DOCUMENTO FORMANDO PARTE INTEGRAL DEL MISMO",PL,10/11/2016,08/01/2017,,,,,,,,,
346,SIDUR-PF-16-335.403,23/01/2017,,C2,"A PARTIR DE LA FECHA DEL PRESENTE CONVENIO, LAS ESTIMACIONES PENDIENTES DE PAGO, Y SUBSECUENTES EN SU CASO, POR CONCEPTO DE TRABAJOS REALIZADOS DERIVADAS DEL CONTRATO NO. SIDUR-PF-16-335 CELEBRADO ENTRE LAS PARTES EL 14 DE OCTUBRE DE 2016, SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017",OB,,,SERÃ¡N CON CARGO AL OFICIO NO. SH-NC-17-R-008 EMITIDO POR LA SECRETARIA DE HACIENDA DEL ESTADO CON FECHA 23 DE ENERO DE 2017,,,,,,,,
